"Date","Price","Open","High","Low","Vol.","Change %"
"28/10/2015","744.00","744.00","744.00","744.00","","-1.59%"
"27/10/2015","756.00","756.00","756.00","756.00","","2.58%"
"26/10/2015","737.00","737.00","737.00","737.00","","-0.27%"
"23/10/2015","739.00","739.00","739.00","739.00","","0.00%"
"22/10/2015","739.00","739.00","739.00","739.00","","-1.34%"
"21/10/2015","749.00","749.00","749.00","749.00","","-0.27%"
"20/10/2015","751.00","751.00","751.00","751.00","","-0.66%"
"19/10/2015","756.00","756.00","756.00","756.00","","-1.95%"
"16/10/2015","771.00","771.00","771.00","771.00","","-0.13%"
"15/10/2015","772.00","772.00","772.00","772.00","","0.13%"
"14/10/2015","771.00","771.00","771.00","771.00","","0.26%"
"13/10/2015","769.00","769.00","769.00","769.00","","-1.16%"
"12/10/2015","778.00","778.00","778.00","778.00","","-0.64%"
"09/10/2015","783.00","783.00","783.00","783.00","","-0.89%"
"08/10/2015","790.00","790.00","790.00","790.00","","0.51%"
"07/10/2015","786.00","786.00","786.00","786.00","","1.55%"
"06/10/2015","774.00","774.00","774.00","774.00","","2.65%"
"05/10/2015","754.00","754.00","754.00","754.00","","1.21%"
"02/10/2015","745.00","745.00","745.00","745.00","","2.76%"
"01/10/2015","725.00","725.00","725.00","725.00","","1.40%"
"30/09/2015","715.00","715.00","715.00","715.00","","2.44%"
"29/09/2015","698.00","698.00","698.00","698.00","","-0.71%"
"28/09/2015","703.00","703.00","703.00","703.00","","-0.42%"
"25/09/2015","706.00","706.00","706.00","706.00","","0.14%"
"24/09/2015","705.00","705.00","705.00","705.00","","1.15%"
"23/09/2015","697.00","697.00","697.00","697.00","","3.41%"
"22/09/2015","674.00","674.00","674.00","674.00","","0.45%"
"21/09/2015","671.00","671.00","671.00","671.00","","0.75%"
"18/09/2015","666.00","666.00","666.00","666.00","","1.22%"
"17/09/2015","658.00","658.00","658.00","658.00","","2.97%"
"16/09/2015","639.00","639.00","639.00","639.00","","2.08%"
"15/09/2015","626.00","626.00","626.00","626.00","","-0.48%"
"14/09/2015","629.00","629.00","629.00","629.00","","-0.94%"
"11/09/2015","635.00","635.00","635.00","635.00","","-0.78%"
"10/09/2015","640.00","640.00","640.00","640.00","","-0.31%"
"09/09/2015","642.00","642.00","642.00","642.00","","0.47%"
"08/09/2015","639.00","639.00","639.00","639.00","","-0.16%"
"07/09/2015","640.00","640.00","640.00","640.00","","1.11%"
"04/09/2015","633.00","633.00","633.00","633.00","","0.80%"
"03/09/2015","628.00","628.00","628.00","628.00","","1.95%"
"02/09/2015","616.00","616.00","616.00","616.00","","1.15%"
"01/09/2015","609.00","609.00","609.00","609.00","","1.84%"
"28/08/2015","598.00","598.00","598.00","598.00","","0.84%"
"27/08/2015","593.00","593.00","593.00","593.00","","-0.34%"
"26/08/2015","595.00","595.00","595.00","595.00","","-1.00%"
"25/08/2015","601.00","601.00","601.00","601.00","","-1.64%"
"24/08/2015","611.00","611.00","611.00","611.00","","-1.77%"
"21/08/2015","622.00","622.00","622.00","622.00","","-1.58%"
"20/08/2015","632.00","632.00","632.00","632.00","","-1.86%"
"19/08/2015","644.00","644.00","644.00","644.00","","-1.53%"
"18/08/2015","654.00","654.00","654.00","654.00","","-1.65%"
"17/08/2015","665.00","665.00","665.00","665.00","","-0.45%"
"14/08/2015","668.00","668.00","668.00","668.00","","-0.74%"
"13/08/2015","673.00","673.00","673.00","673.00","","0.00%"
"12/08/2015","673.00","673.00","673.00","673.00","","-0.59%"
"11/08/2015","677.00","677.00","677.00","677.00","","-2.45%"
"10/08/2015","694.00","694.00","694.00","694.00","","-1.98%"
"07/08/2015","708.00","708.00","708.00","708.00","","-0.70%"
"06/08/2015","713.00","713.00","713.00","713.00","","-1.79%"
"05/08/2015","726.00","726.00","726.00","726.00","","-1.22%"
"04/08/2015","735.00","735.00","735.00","735.00","","-0.94%"
"03/08/2015","742.00","742.00","742.00","742.00","","-1.72%"
"31/07/2015","755.00","755.00","755.00","755.00","","-1.05%"
"30/07/2015","763.00","763.00","763.00","763.00","","-1.68%"
"29/07/2015","776.00","776.00","776.00","776.00","","-2.02%"
"28/07/2015","792.00","792.00","792.00","792.00","","-1.37%"
"27/07/2015","803.00","803.00","803.00","803.00","","-1.23%"
"24/07/2015","813.00","813.00","813.00","813.00","","-0.49%"
"23/07/2015","817.00","817.00","817.00","817.00","","-1.09%"
"22/07/2015","826.00","826.00","826.00","826.00","","-2.71%"
"21/07/2015","849.00","849.00","849.00","849.00","","-0.59%"
"20/07/2015","854.00","854.00","854.00","854.00","","0.95%"
"17/07/2015","846.00","846.00","846.00","846.00","","0.71%"
"16/07/2015","840.00","840.00","840.00","840.00","","1.94%"
"15/07/2015","824.00","824.00","824.00","824.00","","0.49%"
"14/07/2015","820.00","820.00","820.00","820.00","","-0.85%"
"13/07/2015","827.00","827.00","827.00","827.00","","-0.96%"
"10/07/2015","835.00","835.00","835.00","835.00","","-2.57%"
"09/07/2015","857.00","857.00","857.00","857.00","","-1.49%"
"08/07/2015","870.00","870.00","870.00","870.00","","-2.03%"
"07/07/2015","888.00","888.00","888.00","888.00","","-1.66%"
"06/07/2015","903.00","903.00","903.00","903.00","","-1.42%"
"03/07/2015","916.00","916.00","916.00","916.00","","-2.14%"
"02/07/2015","936.00","936.00","936.00","936.00","","-1.68%"
"01/07/2015","952.00","952.00","952.00","952.00","","-2.06%"
"30/06/2015","972.00","972.00","972.00","972.00","","-1.72%"
"29/06/2015","989.00","989.00","989.00","989.00","","-3.61%"
"26/06/2015","1,026.00","1,026.00","1,026.00","1,026.00","","-2.66%"
"25/06/2015","1,054.00","1,054.00","1,054.00","1,054.00","","-1.13%"
"24/06/2015","1,066.00","1,066.00","1,066.00","1,066.00","","-0.37%"
"23/06/2015","1,070.00","1,070.00","1,070.00","1,070.00","","2.29%"
"22/06/2015","1,046.00","1,046.00","1,046.00","1,046.00","","2.05%"
"19/06/2015","1,025.00","1,025.00","1,025.00","1,025.00","","1.38%"
"18/06/2015","1,011.00","1,011.00","1,011.00","1,011.00","","4.33%"
"17/06/2015","969.00","969.00","969.00","969.00","","4.08%"
"16/06/2015","931.00","931.00","931.00","931.00","","1.53%"
"15/06/2015","917.00","917.00","917.00","917.00","","0.00%"
"12/06/2015","917.00","917.00","917.00","917.00","","0.99%"
"11/06/2015","908.00","908.00","908.00","908.00","","-0.22%"
"10/06/2015","910.00","910.00","910.00","910.00","","-0.44%"
"09/06/2015","914.00","914.00","914.00","914.00","","3.04%"
"08/06/2015","887.00","887.00","887.00","887.00","","1.49%"
"05/06/2015","874.00","874.00","874.00","874.00","","1.27%"
"04/06/2015","863.00","863.00","863.00","863.00","","0.47%"
"03/06/2015","859.00","859.00","859.00","859.00","","1.30%"
"02/06/2015","848.00","848.00","848.00","848.00","","0.00%"
"01/06/2015","848.00","848.00","848.00","848.00","","-0.93%"
"29/05/2015","856.00","856.00","856.00","856.00","","-1.04%"
"28/05/2015","865.00","865.00","865.00","865.00","","-0.35%"
"27/05/2015","868.00","868.00","868.00","868.00","","-1.70%"
"26/05/2015","883.00","883.00","883.00","883.00","","-2.00%"
"22/05/2015","901.00","901.00","901.00","901.00","","-1.85%"
"21/05/2015","918.00","918.00","918.00","918.00","","-2.13%"
"20/05/2015","938.00","938.00","938.00","938.00","","5.16%"
"19/05/2015","892.00","892.00","892.00","892.00","","5.44%"
"18/05/2015","846.00","846.00","846.00","846.00","","2.05%"
"15/05/2015","829.00","829.00","829.00","829.00","","2.85%"
"14/05/2015","806.00","806.00","806.00","806.00","","5.91%"
"13/05/2015","761.00","761.00","761.00","761.00","","1.74%"
"12/05/2015","748.00","748.00","748.00","748.00","","0.27%"
"11/05/2015","746.00","746.00","746.00","746.00","","-0.93%"
"08/05/2015","753.00","753.00","753.00","753.00","","1.21%"
"07/05/2015","744.00","744.00","744.00","744.00","","0.40%"
"06/05/2015","741.00","741.00","741.00","741.00","","-0.54%"
"05/05/2015","745.00","745.00","745.00","745.00","","-0.53%"
"01/05/2015","749.00","749.00","749.00","749.00","","-0.66%"
"30/04/2015","754.00","754.00","754.00","754.00","","-1.82%"
"29/04/2015","768.00","768.00","768.00","768.00","","-0.52%"
"28/04/2015","772.00","772.00","772.00","772.00","","-0.13%"
"27/04/2015","773.00","773.00","773.00","773.00","","-0.64%"
"24/04/2015","778.00","778.00","778.00","778.00","","-0.77%"
"23/04/2015","784.00","784.00","784.00","784.00","","-1.01%"
"22/04/2015","792.00","792.00","792.00","792.00","","-1.12%"
"21/04/2015","801.00","801.00","801.00","801.00","","-0.50%"
"20/04/2015","805.00","805.00","805.00","805.00","","0.75%"
"17/04/2015","799.00","799.00","799.00","799.00","","-0.13%"
"16/04/2015","800.00","800.00","800.00","800.00","","0.25%"
"15/04/2015","798.00","798.00","798.00","798.00","","1.01%"
"14/04/2015","790.00","790.00","790.00","790.00","","1.54%"
"13/04/2015","778.00","778.00","778.00","778.00","","0.78%"
"10/04/2015","772.00","772.00","772.00","772.00","","0.13%"
"09/04/2015","771.00","771.00","771.00","771.00","","0.92%"
"08/04/2015","764.00","764.00","764.00","764.00","","-1.55%"
"07/04/2015","776.00","776.00","776.00","776.00","","-2.39%"
"02/04/2015","795.00","795.00","795.00","795.00","","-1.12%"
"01/04/2015","804.00","804.00","804.00","804.00","","-0.62%"
"31/03/2015","809.00","809.00","809.00","809.00","","2.15%"
"30/03/2015","792.00","792.00","792.00","792.00","","-1.12%"
"27/03/2015","801.00","801.00","801.00","801.00","","-1.23%"
"26/03/2015","811.00","811.00","811.00","811.00","","-0.25%"
"25/03/2015","813.00","813.00","813.00","813.00","","1.25%"
"24/03/2015","803.00","803.00","803.00","803.00","","2.16%"
"23/03/2015","786.00","786.00","786.00","786.00","","2.21%"
"20/03/2015","769.00","769.00","769.00","769.00","","-0.39%"
"19/03/2015","772.00","772.00","772.00","772.00","","-1.40%"
"18/03/2015","783.00","783.00","783.00","783.00","","-1.63%"
"17/03/2015","796.00","796.00","796.00","796.00","","-1.61%"
"16/03/2015","809.00","809.00","809.00","809.00","","-0.37%"
"13/03/2015","812.00","812.00","812.00","812.00","","-0.49%"
"12/03/2015","816.00","816.00","816.00","816.00","","-0.24%"
"11/03/2015","818.00","818.00","818.00","818.00","","-1.09%"
"10/03/2015","827.00","827.00","827.00","827.00","","-1.19%"
"09/03/2015","837.00","837.00","837.00","837.00","","-1.30%"
"06/03/2015","848.00","848.00","848.00","848.00","","-0.35%"
"05/03/2015","851.00","851.00","851.00","851.00","","0.83%"
"04/03/2015","844.00","844.00","844.00","844.00","","1.08%"
"03/03/2015","835.00","835.00","835.00","835.00","","0.00%"
"02/03/2015","835.00","835.00","835.00","835.00","","-0.71%"
"27/02/2015","841.00","841.00","841.00","841.00","","0.48%"
"26/02/2015","837.00","837.00","837.00","837.00","","-0.12%"
"25/02/2015","838.00","838.00","838.00","838.00","","0.00%"
"24/02/2015","838.00","838.00","838.00","838.00","","0.00%"
"23/02/2015","838.00","838.00","838.00","838.00","","-0.24%"
"20/02/2015","840.00","840.00","840.00","840.00","","-0.12%"
"19/02/2015","841.00","841.00","841.00","841.00","","-0.47%"
"18/02/2015","845.00","845.00","845.00","845.00","","0.48%"
"17/02/2015","841.00","841.00","841.00","841.00","","-1.41%"
"16/02/2015","853.00","853.00","853.00","853.00","","-1.16%"
"13/02/2015","863.00","863.00","863.00","863.00","","-0.46%"
"12/02/2015","867.00","867.00","867.00","867.00","","-0.34%"
"11/02/2015","870.00","870.00","870.00","870.00","","-1.81%"
"10/02/2015","886.00","886.00","886.00","886.00","","-1.56%"
"09/02/2015","900.00","900.00","900.00","900.00","","-2.17%"
"06/02/2015","920.00","920.00","920.00","920.00","","-0.22%"
"05/02/2015","922.00","922.00","922.00","922.00","","1.32%"
"04/02/2015","910.00","910.00","910.00","910.00","","0.66%"
"03/02/2015","904.00","904.00","904.00","904.00","","1.12%"
"02/02/2015","894.00","894.00","894.00","894.00","","3.59%"
"30/01/2015","863.00","863.00","863.00","863.00","","-0.58%"
"29/01/2015","868.00","868.00","868.00","868.00","","-0.23%"
"28/01/2015","870.00","870.00","870.00","870.00","","-0.91%"
"27/01/2015","878.00","878.00","878.00","878.00","","-1.24%"
"26/01/2015","889.00","889.00","889.00","889.00","","-3.05%"
"23/01/2015","917.00","917.00","917.00","917.00","","-1.82%"
"22/01/2015","934.00","934.00","934.00","934.00","","-1.27%"
"21/01/2015","946.00","946.00","946.00","946.00","","-0.73%"
"20/01/2015","953.00","953.00","953.00","953.00","","0.53%"
"19/01/2015","948.00","948.00","948.00","948.00","","-0.21%"
"16/01/2015","950.00","950.00","950.00","950.00","","0.85%"
"15/01/2015","942.00","942.00","942.00","942.00","","0.53%"
"14/01/2015","937.00","937.00","937.00","937.00","","0.43%"
"13/01/2015","933.00","933.00","933.00","933.00","","2.08%"
"12/01/2015","914.00","914.00","914.00","914.00","","0.99%"
"09/01/2015","905.00","905.00","905.00","905.00","","1.12%"
"08/01/2015","895.00","895.00","895.00","895.00","","1.24%"
"07/01/2015","884.00","884.00","884.00","884.00","","0.00%"
"06/01/2015","884.00","884.00","884.00","884.00","","0.00%"
"05/01/2015","884.00","884.00","884.00","884.00","","-0.11%"
"02/01/2015","885.00","885.00","885.00","885.00","","2.67%"
"24/12/2014","862.00","862.00","862.00","862.00","","0.00%"
"23/12/2014","862.00","862.00","862.00","862.00","","-1.15%"
"22/12/2014","872.00","872.00","872.00","872.00","","-0.57%"
"19/12/2014","877.00","877.00","877.00","877.00","","-0.45%"
"18/12/2014","881.00","881.00","881.00","881.00","","-0.79%"
"17/12/2014","888.00","888.00","888.00","888.00","","0.23%"
"16/12/2014","886.00","886.00","886.00","886.00","","1.72%"
"15/12/2014","871.00","871.00","871.00","871.00","","1.63%"
"12/12/2014","857.00","857.00","857.00","857.00","","1.78%"
"11/12/2014","842.00","842.00","842.00","842.00","","0.84%"
"10/12/2014","835.00","835.00","835.00","835.00","","1.33%"
"09/12/2014","824.00","824.00","824.00","824.00","","0.73%"
"08/12/2014","818.00","818.00","818.00","818.00","","0.37%"
"05/12/2014","815.00","815.00","815.00","815.00","","-0.37%"
"04/12/2014","818.00","818.00","818.00","818.00","","-0.97%"
"03/12/2014","826.00","826.00","826.00","826.00","","-0.84%"
"02/12/2014","833.00","833.00","833.00","833.00","","-2.12%"
"01/12/2014","851.00","851.00","851.00","851.00","","-1.73%"
"28/11/2014","866.00","866.00","866.00","866.00","","-3.02%"
"27/11/2014","893.00","893.00","893.00","893.00","","-4.90%"
"26/11/2014","939.00","939.00","939.00","939.00","","-0.84%"
"25/11/2014","947.00","947.00","947.00","947.00","","-1.35%"
"24/11/2014","960.00","960.00","960.00","960.00","","-1.54%"
"21/11/2014","975.00","975.00","975.00","975.00","","0.21%"
"20/11/2014","973.00","973.00","973.00","973.00","","0.93%"
"19/11/2014","964.00","964.00","964.00","964.00","","2.88%"
"18/11/2014","937.00","937.00","937.00","937.00","","3.08%"
"17/11/2014","909.00","909.00","909.00","909.00","","4.36%"
"14/11/2014","871.00","871.00","871.00","871.00","","0.69%"
"13/11/2014","865.00","865.00","865.00","865.00","","2.61%"
"12/11/2014","843.00","843.00","843.00","843.00","","0.96%"
"11/11/2014","835.00","835.00","835.00","835.00","","-0.48%"
"10/11/2014","839.00","839.00","839.00","839.00","","0.00%"
"07/11/2014","839.00","839.00","839.00","839.00","","0.72%"
"06/11/2014","833.00","833.00","833.00","833.00","","0.97%"
"05/11/2014","825.00","825.00","825.00","825.00","","0.61%"
"04/11/2014","820.00","820.00","820.00","820.00","","0.86%"
"03/11/2014","813.00","813.00","813.00","813.00","","0.49%"
"31/10/2014","809.00","809.00","809.00","809.00","","1.76%"
"30/10/2014","795.00","795.00","795.00","795.00","","2.32%"
"29/10/2014","777.00","777.00","777.00","777.00","","3.05%"
"28/10/2014","754.00","754.00","754.00","754.00","","2.59%"
"27/10/2014","735.00","735.00","735.00","735.00","","2.65%"
"24/10/2014","716.00","716.00","716.00","716.00","","2.43%"
"23/10/2014","699.00","699.00","699.00","699.00","","0.00%"
"22/10/2014","699.00","699.00","699.00","699.00","","-0.57%"
"21/10/2014","703.00","703.00","703.00","703.00","","0.14%"
"20/10/2014","702.00","702.00","702.00","702.00","","0.29%"
"17/10/2014","700.00","700.00","700.00","700.00","","0.29%"
"16/10/2014","698.00","698.00","698.00","698.00","","0.58%"
"15/10/2014","694.00","694.00","694.00","694.00","","0.73%"
"14/10/2014","689.00","689.00","689.00","689.00","","0.88%"
"13/10/2014","683.00","683.00","683.00","683.00","","0.74%"
"10/10/2014","678.00","678.00","678.00","678.00","","0.59%"
"09/10/2014","674.00","674.00","674.00","674.00","","1.51%"
"08/10/2014","664.00","664.00","664.00","664.00","","1.07%"
"07/10/2014","657.00","657.00","657.00","657.00","","1.23%"
"06/10/2014","649.00","649.00","649.00","649.00","","0.62%"
"03/10/2014","645.00","645.00","645.00","645.00","","0.94%"
"02/10/2014","639.00","639.00","639.00","639.00","","0.00%"
"01/10/2014","639.00","639.00","639.00","639.00","","2.57%"
"30/09/2014","623.00","623.00","623.00","623.00","","1.63%"
"29/09/2014","613.00","613.00","613.00","613.00","","0.33%"
"26/09/2014","611.00","611.00","611.00","611.00","","0.49%"
"25/09/2014","608.00","608.00","608.00","608.00","","0.50%"
"24/09/2014","605.00","605.00","605.00","605.00","","0.17%"
"23/09/2014","604.00","604.00","604.00","604.00","","-0.49%"
"22/09/2014","607.00","607.00","607.00","607.00","","-0.82%"
"19/09/2014","612.00","612.00","612.00","612.00","","-0.49%"
"18/09/2014","615.00","615.00","615.00","615.00","","-1.60%"
"17/09/2014","625.00","625.00","625.00","625.00","","-0.79%"
"16/09/2014","630.00","630.00","630.00","630.00","","-0.79%"
"15/09/2014","635.00","635.00","635.00","635.00","","-0.78%"
"12/09/2014","640.00","640.00","640.00","640.00","","-0.78%"
"11/09/2014","645.00","645.00","645.00","645.00","","-1.07%"
"10/09/2014","652.00","652.00","652.00","652.00","","-1.21%"
"09/09/2014","660.00","660.00","660.00","660.00","","-0.75%"
"08/09/2014","665.00","665.00","665.00","665.00","","-1.34%"
"05/09/2014","674.00","674.00","674.00","674.00","","-0.44%"
"04/09/2014","677.00","677.00","677.00","677.00","","-0.73%"
"03/09/2014","682.00","682.00","682.00","682.00","","-0.73%"
"02/09/2014","687.00","687.00","687.00","687.00","","-0.87%"
"01/09/2014","693.00","693.00","693.00","693.00","","-0.86%"
"29/08/2014","699.00","699.00","699.00","699.00","","-3.19%"
"28/08/2014","722.00","722.00","722.00","722.00","","-1.77%"
"27/08/2014","735.00","735.00","735.00","735.00","","-0.94%"
"26/08/2014","742.00","742.00","742.00","742.00","","-2.24%"
"22/08/2014","759.00","759.00","759.00","759.00","","-0.26%"
"21/08/2014","761.00","761.00","761.00","761.00","","-0.91%"
"20/08/2014","768.00","768.00","768.00","768.00","","1.19%"
"19/08/2014","759.00","759.00","759.00","759.00","","1.34%"
"18/08/2014","749.00","749.00","749.00","749.00","","0.27%"
"15/08/2014","747.00","747.00","747.00","747.00","","-0.13%"
"14/08/2014","748.00","748.00","748.00","748.00","","-0.66%"
"13/08/2014","753.00","753.00","753.00","753.00","","-1.18%"
"12/08/2014","762.00","762.00","762.00","762.00","","-3.91%"
"11/08/2014","793.00","793.00","793.00","793.00","","-1.73%"
"08/08/2014","807.00","807.00","807.00","807.00","","-0.49%"
"07/08/2014","811.00","811.00","811.00","811.00","","2.14%"
"06/08/2014","794.00","794.00","794.00","794.00","","-0.75%"
"05/08/2014","800.00","800.00","800.00","800.00","","-1.84%"
"04/08/2014","815.00","815.00","815.00","815.00","","-1.33%"
"01/08/2014","826.00","826.00","826.00","826.00","","-0.84%"
"31/07/2014","833.00","833.00","833.00","833.00","","-1.07%"
"30/07/2014","842.00","842.00","842.00","842.00","","-0.71%"
"29/07/2014","848.00","848.00","848.00","848.00","","-1.62%"
"28/07/2014","862.00","862.00","862.00","862.00","","-3.25%"
"25/07/2014","891.00","891.00","891.00","891.00","","-4.30%"
"24/07/2014","931.00","931.00","931.00","931.00","","-1.59%"
"23/07/2014","946.00","946.00","946.00","946.00","","-0.94%"
"22/07/2014","955.00","955.00","955.00","955.00","","4.03%"
"21/07/2014","918.00","918.00","918.00","918.00","","1.32%"
"18/07/2014","906.00","906.00","906.00","906.00","","1.12%"
"17/07/2014","896.00","896.00","896.00","896.00","","1.36%"
"16/07/2014","884.00","884.00","884.00","884.00","","7.80%"
"15/07/2014","820.00","820.00","820.00","820.00","","3.02%"
"14/07/2014","796.00","796.00","796.00","796.00","","1.27%"
"11/07/2014","786.00","786.00","786.00","786.00","","1.55%"
"10/07/2014","774.00","774.00","774.00","774.00","","2.93%"
"09/07/2014","752.00","752.00","752.00","752.00","","1.76%"
"08/07/2014","739.00","739.00","739.00","739.00","","0.41%"
"07/07/2014","736.00","736.00","736.00","736.00","","-0.67%"
"04/07/2014","741.00","741.00","741.00","741.00","","-1.20%"
"03/07/2014","750.00","750.00","750.00","750.00","","0.40%"
"02/07/2014","747.00","747.00","747.00","747.00","","2.61%"
"01/07/2014","728.00","728.00","728.00","728.00","","0.55%"
"30/06/2014","724.00","724.00","724.00","724.00","","0.42%"
"27/06/2014","721.00","721.00","721.00","721.00","","-0.28%"
"26/06/2014","723.00","723.00","723.00","723.00","","0.84%"
"25/06/2014","717.00","717.00","717.00","717.00","","0.00%"
"24/06/2014","717.00","717.00","717.00","717.00","","0.00%"
"23/06/2014","717.00","717.00","717.00","717.00","","0.28%"
"20/06/2014","715.00","715.00","715.00","715.00","","0.42%"
"19/06/2014","712.00","712.00","712.00","712.00","","5.95%"
"18/06/2014","672.00","672.00","672.00","672.00","","3.38%"
"17/06/2014","650.00","650.00","650.00","650.00","","1.40%"
"16/06/2014","641.00","641.00","641.00","641.00","","0.00%"
"13/06/2014","641.00","641.00","641.00","641.00","","0.94%"
"12/06/2014","635.00","635.00","635.00","635.00","","-0.31%"
"11/06/2014","637.00","637.00","637.00","637.00","","0.00%"
"10/06/2014","637.00","637.00","637.00","637.00","","0.16%"
"09/06/2014","636.00","636.00","636.00","636.00","","0.16%"
"06/06/2014","635.00","635.00","635.00","635.00","","0.79%"
"05/06/2014","630.00","630.00","630.00","630.00","","-0.79%"
"04/06/2014","635.00","635.00","635.00","635.00","","-0.94%"
"03/06/2014","641.00","641.00","641.00","641.00","","-1.54%"
"02/06/2014","651.00","651.00","651.00","651.00","","-0.91%"
"30/05/2014","657.00","657.00","657.00","657.00","","-1.50%"
"29/05/2014","667.00","667.00","667.00","667.00","","-1.04%"
"28/05/2014","674.00","674.00","674.00","674.00","","-1.17%"
"27/05/2014","682.00","682.00","682.00","682.00","","-1.30%"
"23/05/2014","691.00","691.00","691.00","691.00","","1.02%"
"22/05/2014","684.00","684.00","684.00","684.00","","2.24%"
"21/05/2014","669.00","669.00","669.00","669.00","","2.76%"
"20/05/2014","651.00","651.00","651.00","651.00","","0.31%"
"19/05/2014","649.00","649.00","649.00","649.00","","-0.46%"
"16/05/2014","652.00","652.00","652.00","652.00","","-0.61%"
"15/05/2014","656.00","656.00","656.00","656.00","","-0.15%"
"14/05/2014","657.00","657.00","657.00","657.00","","-0.15%"
"13/05/2014","658.00","658.00","658.00","658.00","","-0.45%"
"12/05/2014","661.00","661.00","661.00","661.00","","-0.45%"
"09/05/2014","664.00","664.00","664.00","664.00","","-0.15%"
"08/05/2014","665.00","665.00","665.00","665.00","","1.53%"
"07/05/2014","655.00","655.00","655.00","655.00","","1.08%"
"06/05/2014","648.00","648.00","648.00","648.00","","0.15%"
"02/05/2014","647.00","647.00","647.00","647.00","","0.47%"
"01/05/2014","644.00","644.00","644.00","644.00","","-0.62%"
"30/04/2014","648.00","648.00","648.00","648.00","","-0.46%"
"29/04/2014","651.00","651.00","651.00","651.00","","-0.61%"
"28/04/2014","655.00","655.00","655.00","655.00","","-0.30%"
"25/04/2014","657.00","657.00","657.00","657.00","","-0.15%"
"24/04/2014","658.00","658.00","658.00","658.00","","-1.20%"
"23/04/2014","666.00","666.00","666.00","666.00","","-1.04%"
"22/04/2014","673.00","673.00","673.00","673.00","","-0.59%"
"17/04/2014","677.00","677.00","677.00","677.00","","-1.31%"
"16/04/2014","686.00","686.00","686.00","686.00","","-1.01%"
"15/04/2014","693.00","693.00","693.00","693.00","","0.43%"
"14/04/2014","690.00","690.00","690.00","690.00","","-0.43%"
"11/04/2014","693.00","693.00","693.00","693.00","","0.14%"
"10/04/2014","692.00","692.00","692.00","692.00","","-0.14%"
"09/04/2014","693.00","693.00","693.00","693.00","","0.29%"
"08/04/2014","691.00","691.00","691.00","691.00","","-0.72%"
"07/04/2014","696.00","696.00","696.00","696.00","","0.00%"
"04/04/2014","696.00","696.00","696.00","696.00","","1.16%"
"03/04/2014","688.00","688.00","688.00","688.00","","-0.43%"
"02/04/2014","691.00","691.00","691.00","691.00","","-0.43%"
"01/04/2014","694.00","694.00","694.00","694.00","","-0.86%"
"31/03/2014","700.00","700.00","700.00","700.00","","-0.71%"
"28/03/2014","705.00","705.00","705.00","705.00","","-0.56%"
"27/03/2014","709.00","709.00","709.00","709.00","","-0.28%"
"26/03/2014","711.00","711.00","711.00","711.00","","0.00%"
"25/03/2014","711.00","711.00","711.00","711.00","","-0.14%"
"24/03/2014","712.00","712.00","712.00","712.00","","0.00%"
"21/03/2014","712.00","712.00","712.00","712.00","","0.14%"
"20/03/2014","711.00","711.00","711.00","711.00","","1.72%"
"19/03/2014","699.00","699.00","699.00","699.00","","0.58%"
"18/03/2014","695.00","695.00","695.00","695.00","","1.91%"
"17/03/2014","682.00","682.00","682.00","682.00","","0.44%"
"14/03/2014","679.00","679.00","679.00","679.00","","0.44%"
"13/03/2014","676.00","676.00","676.00","676.00","","-0.29%"
"12/03/2014","678.00","678.00","678.00","678.00","","-0.44%"
"11/03/2014","681.00","681.00","681.00","681.00","","-1.59%"
"10/03/2014","692.00","692.00","692.00","692.00","","0.44%"
"07/03/2014","689.00","689.00","689.00","689.00","","-0.86%"
"06/03/2014","695.00","695.00","695.00","695.00","","-1.00%"
"05/03/2014","702.00","702.00","702.00","702.00","","-1.27%"
"04/03/2014","711.00","711.00","711.00","711.00","","-0.84%"
"03/03/2014","717.00","717.00","717.00","717.00","","-1.24%"
"28/02/2014","726.00","726.00","726.00","726.00","","-1.49%"
"27/02/2014","737.00","737.00","737.00","737.00","","-0.54%"
"26/02/2014","741.00","741.00","741.00","741.00","","-1.20%"
"25/02/2014","750.00","750.00","750.00","750.00","","-0.40%"
"24/02/2014","753.00","753.00","753.00","753.00","","-1.05%"
"21/02/2014","761.00","761.00","761.00","761.00","","-1.17%"
"20/02/2014","770.00","770.00","770.00","770.00","","-0.26%"
"19/02/2014","772.00","772.00","772.00","772.00","","-1.40%"
"18/02/2014","783.00","783.00","783.00","783.00","","-2.37%"
"17/02/2014","802.00","802.00","802.00","802.00","","-1.11%"
"14/02/2014","811.00","811.00","811.00","811.00","","-0.86%"
"13/02/2014","818.00","818.00","818.00","818.00","","-1.33%"
"12/02/2014","829.00","829.00","829.00","829.00","","-2.01%"
"11/02/2014","846.00","846.00","846.00","846.00","","-0.70%"
"10/02/2014","852.00","852.00","852.00","852.00","","-0.12%"
"07/02/2014","853.00","853.00","853.00","853.00","","-1.50%"
"06/02/2014","866.00","866.00","866.00","866.00","","-2.70%"
"05/02/2014","890.00","890.00","890.00","890.00","","-3.89%"
"04/02/2014","926.00","926.00","926.00","926.00","","-3.34%"
"03/02/2014","958.00","958.00","958.00","958.00","","-4.68%"
"31/01/2014","1,005.00","1,005.00","1,005.00","1,005.00","","-3.09%"
"30/01/2014","1,037.00","1,037.00","1,037.00","1,037.00","","-2.63%"
"29/01/2014","1,065.00","1,065.00","1,065.00","1,065.00","","-3.09%"
